inchikey,year,standard_type,pAct
FLNYLINBEZROPL-NSOVKSMOSA-N,2013,IC50,9.180456
FLNYLINBEZROPL-VSGBNLITSA-N,1992,IC50,8.657577
FLNYLINBEZROPL-WUFINQPMSA-N,1992,IC50,7.387216
FLNYLINBEZROPL-WUFINQPMSA-N,2005,IC50,9.481486
FLNYLINBEZROPL-WUFINQPMSA-N,2017,IC50,4.091515
FLZLQTUCOOBCJP-QGZVFWFLSA-N,1995,IC50,6.869666
FMABFMLLPROUJK-CAYVGHNUSA-N,2007,IC50,10.045757
FMOSQGKXVTZCKM-UHFFFAOYSA-N,2006,Ki,8.769551
FMUYAOWYCYBIIW-WNOXWKSXSA-N,1995,IC50,8.744727
FMZZTZIGIJHYFN-UHFFFAOYSA-N,2003,Ki,6.799998
FNDMCYOVTUKDBA-PMERELPUSA-N,1998,IC50,7.167491
FNRNSHYJPSMLNY-RRTCDKLQSA-N,2014,Ki,7.400008
FNWYNXVBSUEUGT-VXKWHMMOSA-N,1996,IC50,9.000000
FNWYNXVBSUEUGT-VXKWHMMOSA-N,1998,IC50,9.000000
FOLOWNIJLMHEPJ-CUBQBAPOSA-N,1995,IC50,6.602060
FPJVKUSRWZBOFF-UHFFFAOYSA-N,2002,Kd,8.599980
FPUVUFYSZBNZLU-GZOQVGHDSA-N,2002,IC50,8.886057
FPWCNBSUXRQTLF-JTHBVZDNSA-N,2011,Ki,10.090016
FQHVTKMBKJGDDK-UHFFFAOYSA-N,2008,IC50,7.443697
FQKOMYRVAJEDBJ-UHFFFAOYSA-N,1996,IC50,8.522879
FRDDXKUSVLZWRL-BERJDBMDSA-N,2002,Ki,8.886057
FRVGAQVTZNXIME-VEBIXGAZSA-N,2002,Ki,9.000000
FRZCICPXHBIJRI-JDHRKGKBSA-N,1994,IC50,7.651695
FSEPNMHZPYCNIX-UHFFFAOYSA-N,2003,Ki,7.299989
FSEPNMHZPYCNIX-UHFFFAOYSA-N,2002,IC50,7.299989
FSNNPGVZVZVXSZ-UHFFFAOYSA-N,1996,IC50,5.522156
FSXQTMXCXNMEIZ-KDXMTYKHSA-N,2011,Ki,8.167491
FSZGNLAQHDTJEJ-UHFFFAOYSA-N,2014,IC50,7.031517
FTFGWRNMMHQZBL-UHFFFAOYSA-N,2002,Ki,7.519993
FUCPKVYRKXXLFP-UHFFFAOYSA-N,2011,IC50,6.185087
FUGAUMFXDDXKOJ-GOSISDBHSA-N,2001,IC50,7.744727
FULCONZCBWSUCG-UHFFFAOYSA-N,2006,Ki,8.795880
FUQXMZQIUQTJPV-DLBZAZTESA-N,1996,IC50,8.619789
FUQXMZQIUQTJPV-IAGOWNOFSA-N,1996,IC50,6.542118
FUQXMZQIUQTJPV-IAGOWNOFSA-N,1996,IC50,7.677781
FUQXMZQIUQTJPV-IRXDYDNUSA-N,1996,IC50,7.721246
FUQXMZQIUQTJPV-IRXDYDNUSA-N,1996,IC50,6.424812
FUQXMZQIUQTJPV-SJORKVTESA-N,1996,IC50,6.935542
FUQXMZQIUQTJPV-SJORKVTESA-N,1996,IC50,7.229148
FUTUUAUFFGJELS-BYUVYSIJSA-N,2001,IC50,7.920819
FVLSQIULWKLDJE-UHFFFAOYSA-N,2002,Kd,9.199971
FVMGZIMTEZPJGA-NRFANRHFSA-N,2013,IC50,6.958607
FVMGZIMTEZPJGA-OAQYLSRUSA-N,2013,IC50,6.180456
FVYJZIDKUKSJMY-UHFFFAOYSA-N,1995,IC50,8.376751
FWQQPWRIPPMKHB-LRAJWGHMSA-N,2010,Ki,9.657577
FWQQPWRIPPMKHB-VTJXTGGHSA-N,2010,Ki,9.721246
FWQSUKMMZDBROS-WUOJXAKJSA-N,1996,IC50,7.229148
FWWHAAGOCFCRFY-SVBPBHIXSA-N,1995,IC50,7.275724
FWWHAAGOCFCRFY-SVBPBHIXSA-N,1995,IC50,7.275724
FWWHAAGOCFCRFY-SVBPBHIXSA-N,1995,IC50,5.677781
FWWHAAGOCFCRFY-UHFFFAOYSA-N,1995,IC50,6.522879
FXBKCVLPAPTQEU-JSKGAOECSA-N,2000,Ki,7.698970
FXCOGDWCXOXCRA-UHFFFAOYSA-N,2000,IC50,7.920819
FXHOQFIPUVYFTM-RYCFQHDISA-N,2014,Ki,6.599998
FXNGKZKTNZFAQF-LETMKSKHSA-N,2002,Ki,8.698970
FXOAHCXJKCBQBU-ADLMAVQZSA-N,2006,Ki,8.823909
FYADPUQVZFJTEM-RBUKOAKNSA-N,1998,IC50,10.154902
FYADPUQVZFJTEM-RBUKOAKNSA-N,2008,IC50,10.154902
FYADPUQVZFJTEM-RBUKOAKNSA-N,2018,IC50,10.154902
FYFPUCQHJNRILA-HCPABCRVSA-N,1998,IC50,6.639994
FYFPUCQHJNRILA-QDRCGZQASA-N,1994,IC50,6.638272
FYOURDLECHXYOY-CSEYDVTNSA-N,2006,IC50,9.552842
FYSFILDCEYJVBF-ANWICMFUSA-N,2013,IC50,6.585027
FZNRYDBDVZSZBQ-AWQADKOQSA-N,2002,Ki,8.154902
FZNTVQGDYPVXAL-GMAHTHKFSA-N,1996,Ki,8.700057
FZULZSYKENFFSE-RTWAWAEBSA-N,2007,IC50,9.075721
FZWPLYNQCHPQID-XEJADHSNSA-N,2010,IC50,9.886057
FZWPLYNQCHPQID-XEJADHSNSA-N,2010,IC50,8.737549
GADWPSQEDQHSLH-AWQADKOQSA-N,2002,Ki,7.481486
GANKFCOOGASGPI-CONSDPRKSA-N,1998,Ki,8.376751
GBGJHGBFMCNNKU-UHFFFAOYSA-N,1995,IC50,6.431798
GBKKWZGWXVLYRP-UHFFFAOYSA-N,2001,IC50,9.000000
GBKKWZGWXVLYRP-UHFFFAOYSA-N,2001,IC50,9.000000
GBKKWZGWXVLYRP-UHFFFAOYSA-N,2001,IC50,9.000000
GBLKXDMYYHFUTP-SAYLLPIZSA-N,2010,IC50,9.744727
GBLKXDMYYHFUTP-SAYLLPIZSA-N,2010,IC50,8.017729
GBXFPXFTTZEIGT-MHZLTWQESA-N,1998,IC50,7.200659
GBYYDRYAGWDMGR-UHFFFAOYSA-N,2002,Ki,6.519993
GCBHRSJNRKIGLN-DBCLQSBCSA-N,2006,Ki,8.000000
GCBHRSJNRKIGLN-DBCLQSBCSA-N,2006,Kd,8.899974
GCQVWMNNZJCRKP-HCOMASKESA-N,2007,IC50,9.886057
GCUALAPXLAAJSL-UAWOKRSRSA-N,2010,IC50,10.154902
GCUALAPXLAAJSL-UAWOKRSRSA-N,2010,IC50,10.301030
GCUALAPXLAAJSL-UAWOKRSRSA-N,2010,IC50,8.721246
GCUALAPXLAAJSL-UAWOKRSRSA-N,2010,IC50,8.744727
GDEVLXJNDKIZKC-FRLLZOMISA-N,2021,IC50,6.452225
GDEVLXJNDKIZKC-FRLLZOMISA-N,2021,IC50,7.297569
GDEVLXJNDKIZKC-FRLLZOMISA-N,2021,Ki,7.649752
GDTPPOVBSGSQJY-HEYNYXLNSA-N,2010,IC50,10.045757
GDTPPOVBSGSQJY-HEYNYXLNSA-N,2010,IC50,10.397940
GDTPPOVBSGSQJY-HEYNYXLNSA-N,2010,IC50,8.602060
GDTPPOVBSGSQJY-HEYNYXLNSA-N,2010,IC50,9.096910
GDUGRYUTQQIHKS-FQEVSTJZSA-N,2013,IC50,7.795880
GDUGRYUTQQIHKS-HXUWFJFHSA-N,2013,IC50,6.387216
GEEALAPMSFLPLQ-UHFFFAOYSA-N,1998,IC50,7.619789
GENLRMUFBFSRLA-ALHJQXIUSA-N,2002,IC50,9.468521
GENLRMUFBFSRLA-OZIXAUCHSA-N,2002,IC50,9.468521
GENLRMUFBFSRLA-OZIXAUCHSA-N,2002,IC50,6.823909
GETCFTYJLDUJTR-UHFFFAOYSA-N,1995,IC50,7.443697
GETCFTYJLDUJTR-VMPREFPWSA-N,1993,IC50,7.318759
GEUTULBNCCZHKU-DDWAFBAVSA-N,1994,Ki,4.031517
GEUTULBNCCZHKU-OLBUMSFYSA-N,1994,Ki,4.318759
GEZMPNGCDQGWGD-UHFFFAOYSA-N,2000,IC50,8.481486
GFELCGJBQGNHBL-UHFFFAOYSA-N,1996,IC50,7.642065
GFOCXNQTHDSCRO-RBUKOAKNSA-N,1996,IC50,8.958607
GGDPOHRNDFHTNA-SVBPBHIXSA-N,1998,Ki,8.301030
GGQKWWASEAXXOF-UHFFFAOYSA-N,2001,IC50,9.013228
GHDDEVKIZGAFSU-PQHLKRTFSA-N,1998,IC50,4.217527
GHIDKVHNTGDVEL-XDBZFTIUSA-N,1995,IC50,7.540005
GHXADUNCOKFSDJ-BGYRXZFFSA-N,2017,IC50,8.627088
GHXADUNCOKFSDJ-BGYRXZFFSA-N,2018,IC50,8.627088
GHXADUNCOKFSDJ-MXVIHJGJSA-N,2017,IC50,8.485452
GHXADUNCOKFSDJ-MXVIHJGJSA-N,2018,IC50,8.485452
GHXADUNCOKFSDJ-UHFFFAOYSA-N,2017,IC50,8.396856
GHXADUNCOKFSDJ-UHFFFAOYSA-N,2018,IC50,8.396856
GIAQQXUCTFYCHO-UHFFFAOYSA-N,1999,IC50,8.376751
GIAQQXUCTFYCHO-UHFFFAOYSA-N,1999,IC50,9.468521
GIAQQXUCTFYCHO-UHFFFAOYSA-N,1999,IC50,9.619789
GIAQQXUCTFYCHO-UHFFFAOYSA-N,1999,IC50,8.853872
GIAQQXUCTFYCHO-UHFFFAOYSA-N,1995,IC50,9.468521
GIAQQXUCTFYCHO-UHFFFAOYSA-N,1995,IC50,8.154902
GIAQQXUCTFYCHO-UHFFFAOYSA-N,1998,IC50,9.619789
GIAQQXUCTFYCHO-UHFFFAOYSA-N,1998,IC50,8.376751
GIAQQXUCTFYCHO-UHFFFAOYSA-N,1998,IC50,8.853872
GIAQQXUCTFYCHO-UHFFFAOYSA-N,1998,IC50,9.468521
GIAQQXUCTFYCHO-UHFFFAOYSA-N,2008,IC50,9.468521
GIAQQXUCTFYCHO-UHFFFAOYSA-N,2008,IC50,8.853872
GIAQQXUCTFYCHO-UHFFFAOYSA-N,2008,IC50,9.619789
GIHKGZFPSSNFJQ-JISGFXAGSA-N,2010,IC50,9.823909
GIHKGZFPSSNFJQ-JISGFXAGSA-N,2010,IC50,8.292430
GIPHSBZIDRUGPC-UJUVCNOISA-N,2011,Ki,9.698970
GITLLSKKQAZZKU-RRPNLBNLSA-N,1996,IC50,6.221849
GKEUZANIGWBYHK-FPOVZHCZSA-N,1995,IC50,9.200659
GKSQDEZTFBLUHC-MOPGFXCFSA-N,2012,IC50,8.585027
GKSQDEZTFBLUHC-OALUTQOASA-N,2012,IC50,8.251812
GKZHSLWHRYPKDP-UHFFFAOYSA-N,2001,IC50,8.013228
GLCIVEUJSREFOQ-DPVFXHEMSA-N,2002,IC50,9.522879
GLFJJJVLKJNYOY-UHFFFAOYSA-N,1998,IC50,5.988853
GLGZVOVECKGFLP-UHFFFAOYSA-N,2014,IC50,6.455932
GLMYRENDOZHTSS-GBLZOACLSA-N,2006,Ki,9.000000
GLMYRENDOZHTSS-SMHULIPUSA-N,2006,Ki,9.366532
GLOQARJVIRHMJL-UHFFFAOYSA-N,1995,IC50,6.096910
GMJLNKOCKKKDLK-UHFFFAOYSA-N,1995,IC50,6.397940
GMYFUYINKONEKD-UHFFFAOYSA-N,1996,IC50,7.508638
GMYQERSHEPCLFH-UHFFFAOYSA-N,1995,IC50,7.795880
GNEJSXZGFJSOEX-OALUTQOASA-N,1995,IC50,7.853872
GNEJSXZGFJSOEX-OALUTQOASA-N,1995,IC50,7.853872
GNFGMQJCVYXXRO-LOSJGSFVSA-N,2013,IC50,10.154902
GNHUJOIJYZOGIY-UHFFFAOYSA-N,1998,IC50,6.815309
GNOYESNOUWJQOE-UHFFFAOYSA-N,2001,IC50,7.823909
GNUKWKXSQWUHHO-UHFFFAOYSA-N,1994,IC50,7.259637
GOEKTEPHELFSRR-MHZLTWQESA-N,1998,IC50,7.443697
GOGKJDVLLWOPKW-YXHYVMOGSA-N,2006,Ki,7.899974
GOGKJDVLLWOPKW-YXHYVMOGSA-N,2006,Kd,9.799971
GOQORMIBYOZRHK-QHCPKHFHSA-N,1994,IC50,6.737549
GPOHXSRIYHKDDY-UHFFFAOYSA-N,1998,IC50,8.481486
GPTRXOXLGBUYRR-UHFFFAOYSA-N,2002,Ki,6.610002
GPUOQABHPXXQED-VMPREFPWSA-N,1992,IC50,7.795880
GQLYJEDNLFTQBD-KYJUHHDHSA-N,1998,Ki,8.657577
GQZCKCNQGNTWQE-UHFFFAOYSA-N,1995,IC50,7.180456
GRIDHXFOQBIQKT-UHFFFAOYSA-N,2013,IC50,8.431798
GRYTVECEMJBDQH-OJZPPULMSA-N,2002,Ki,7.091515
GRZUTNXIIUWUSF-UNMCSNQZSA-N,1995,IC50,8.568636
GSEXKIPDORFXEH-IUFPCKGZSA-N,2001,IC50,9.537602
GSQYJDJNLLCNNJ-SVBPBHIXSA-N,1998,Ki,7.570248
GTBUTLFXQOBLCG-UHFFFAOYSA-N,2006,Ki,8.070581
GTFKLIDYRPSITH-ZSJGZSGZSA-N,2002,Ki,9.301030
GTFUIVFMMYKZKW-UHFFFAOYSA-N,2013,Ki,8.552842
GTJAXMPCMWVBOY-VFRFXQOFSA-N,2007,IC50,10.154902
GTSFMMMOSMNNCZ-UHFFFAOYSA-N,2001,IC50,9.698970
GTYZTMYLHNWKSE-LSTHTHJFSA-N,1995,IC50,8.173925
GUFLJCKYBAWVTR-PQHLKRTFSA-N,1998,IC50,6.096910
GUIGWNGIQKNZBN-HHHXNRCGSA-N,2002,Kd,9.000000
GUIGWNGIQKNZBN-MHZLTWQESA-N,2002,Kd,6.199998
GUIGWNGIQKNZBN-UHFFFAOYSA-N,2002,Kd,8.899974
GUUBAKCFURYWAZ-UHFFFAOYSA-N,1996,IC50,6.970616
GUZKLWUGCGHFHH-DYXWJJEUSA-N,2006,IC50,8.568636
GUZKLWUGCGHFHH-IRFCIJBXSA-N,2006,IC50,8.677781
GVBGRESFEXAWSN-UHFFFAOYSA-N,2011,IC50,7.275724
GVFWBCYSHWYPGP-AETRBLLXSA-N,2001,Ki,7.443697
GVRKQRSTDMXZGX-VAQUTSCRSA-N,2015,Ki,10.301030
GVSFXLQJDMIWHM-PPMPQVTDSA-N,2006,Ki,8.899974
GVSFXLQJDMIWHM-PPMPQVTDSA-N,2006,Kd,8.799971
GVVBQMBHLKJFRI-UHFFFAOYSA-N,1996,IC50,7.292430
GVVCESGMKYLPQX-SAYCYBPYSA-N,2019,Ki,8.886057
GWCNPLNSWCRPJU-UHFFFAOYSA-N,2002,Ki,7.119987
GWOIWHSKGRWNPH-MLYMZAKTSA-N,2001,Ki,8.000000
GWVQSXPCYOIETL-KIEWGBFISA-N,2010,IC50,8.494850
GWVQSXPCYOIETL-KIEWGBFISA-N,2010,IC50,7.823909
GWVQSXPCYOIETL-KIEWGBFISA-N,2010,IC50,8.823909
GWVQSXPCYOIETL-KIEWGBFISA-N,2010,IC50,9.508638
GXDALQBWZGODGZ-UHFFFAOYSA-N,,IC50,4.801535
GXDALQBWZGODGZ-UHFFFAOYSA-N,,Ki,5.064745
GXDHHASFXFRRTG-JSRBVGTNSA-N,2021,IC50,8.853872
GXDHHASFXFRRTG-UHFFFAOYSA-N,2002,IC50,8.853872
GXIFPPFQXPIEKY-UHFFFAOYSA-N,2006,IC50,9.886057
GXIYYBXZKMHKPE-ICSRJNTNSA-N,2008,IC50,9.045757
GXKBHFYZTAQYCX-ANHUGMMASA-N,2014,Ki,7.500038
GXTSWQHJNXPRMX-QCWLJUHMSA-N,1994,IC50,5.318759
GXXBMYFWBOPUCZ-LEWJYISDSA-N,2012,IC50,10.136677
GYCNKTJLOQCTEA-UHFFFAOYSA-N,2013,IC50,7.698970
GYEWGSQAACBKPX-UHFFFAOYSA-N,2011,IC50,9.376751
GYGRAOHPQAELJF-OAHLLOKOSA-N,2015,Ki,5.100000
GYOWORZEZSLHIN-NATPVWCTSA-N,2008,Ki,8.795880
GYVLRBXEOLZDJP-ZHPLTJAJSA-N,2000,Ki,6.866461
GZAMCYJCPQMIHJ-UHFFFAOYSA-N,2002,IC50,9.022276
GZAMCYJCPQMIHJ-UHFFFAOYSA-N,1995,IC50,9.022276
GZAMCYJCPQMIHJ-UHFFFAOYSA-N,1998,IC50,9.022276
GZAMCYJCPQMIHJ-UHFFFAOYSA-N,1998,IC50,9.019997
GZAMCYJCPQMIHJ-UHFFFAOYSA-N,2004,IC50,9.000000
GZAMCYJCPQMIHJ-UHFFFAOYSA-N,2013,IC50,9.000000
GZFMTTIEYCQXLS-UHFFFAOYSA-N,2001,IC50,8.481486
GZGUANKWGWEJTK-XJABCFGWSA-N,2006,IC50,8.721246
GZLOIBNBDUHEFY-FPOVZHCZSA-N,1998,IC50,9.958607
GZMWGGMRTQFVDM-UHFFFAOYSA-N,2002,IC50,7.599980
GZXLERCNTYZOGB-ALHJQXIUSA-N,2002,IC50,9.154902
GZXLERCNTYZOGB-OZIXAUCHSA-N,2002,IC50,7.070581
HAICMSYYIMFNOF-XAHIPPIJSA-N,2006,Ki,8.199971
HAICMSYYIMFNOF-XAHIPPIJSA-N,2006,Kd,8.899974
HATNRBQJMSRMEP-RPWUZVMVSA-N,2010,Ki,8.801343
HBAPMWYWEYPKLS-UNMCSNQZSA-N,1996,IC50,9.275724
HBAPMWYWEYPKLS-UNMCSNQZSA-N,1998,IC50,9.299989
HBDJTAXFKXXUNZ-UHFFFAOYSA-N,2013,IC50,7.244125
HBEGTMOMACFCHB-UHFFFAOYSA-N,1995,IC50,7.481486
HCFNCEYBYZIOAZ-UHFFFAOYSA-N,2013,IC50,6.744727
HCGIROBRNBTDFG-NRFANRHFSA-N,2012,Ki,8.677781
HCGIROBRNBTDFG-NRFANRHFSA-N,2012,Ki,8.886057
HCGLONGKSUMFIX-WOQJSSNBSA-N,2000,Ki,7.207608
HCKQHXNWJMHBJT-MUUNZHRXSA-N,1996,IC50,9.744727
HCKQHXNWJMHBJT-NDEPHWFRSA-N,1996,IC50,7.092051
HCKQHXNWJMHBJT-UHFFFAOYSA-N,1996,IC50,9.468521
HCKXMTSBKOYSJY-IGBKUBFESA-N,1998,IC50,5.700001
HCNNJLLLMSVTFH-UHFFFAOYSA-N,2006,Ki,9.236572
HDCFCWFTSFQKMC-WHIIXXIBSA-N,2008,Ki,9.045757
HDCFCWFTSFQKMC-YIILKADPSA-N,2008,Ki,9.522879
HDRZMSGUAKJYEE-UHFFFAOYSA-N,1994,IC50,7.113509
HDUXCTJRNTXGBA-AMKSYCFISA-N,2006,IC50,9.154902
HEAUFJZALFKPBA-JPQUDPSNSA-N,1998,Ki,6.200659
HEGGNUSNVKNEOF-UHFFFAOYSA-N,1996,IC50,8.721246
HENCBHAKHZDBGT-UHFFFAOYSA-N,2017,IC50,8.677781
HENCBHAKHZDBGT-UHFFFAOYSA-N,2018,IC50,8.677781
HEXDZNMIGUYTNE-UHFFFAOYSA-N,2002,Kd,8.000000
HFHAKFYUEVBREO-UHFFFAOYSA-N,1996,IC50,6.645892
HFHVHLAVHVRGJU-UHFFFAOYSA-N,2000,IC50,8.522879
HFWXBUXIGDHRIC-UHFFFAOYSA-N,2018,IC50,8.675718
HFXUYZQVCSUBMO-UHFFFAOYSA-N,2002,IC50,8.677781
HGLYAHAZJGCWKJ-UHFFFAOYSA-N,2004,IC50,7.283997
HGNXVSBHANEPQF-QFIPXVFZSA-N,2014,Ki,7.100015
HGPMXNZOBKZRFR-KPZWWZAWSA-N,2006,Ki,7.031517
HGPMXNZOBKZRFR-KZULUSFZSA-N,2006,Ki,9.221849
HGPMXNZOBKZRFR-KZULUSFZSA-N,2008,Ki,9.221849
HGPMXNZOBKZRFR-XIKOKIGWSA-N,2006,Ki,7.387216
HGZMZNGGJOZVFE-UHFFFAOYSA-N,2010,Ki,9.107905
HHBOFAIEPRHUSR-HNNXBMFYSA-N,2014,IC50,8.207608
HHBOFAIEPRHUSR-HNNXBMFYSA-N,2014,Ki,8.283997
HHBOFAIEPRHUSR-HNNXBMFYSA-N,2014,Ki,8.283997
HHBYAZNEZQQRNN-UHFFFAOYSA-N,2002,IC50,6.769551
HHESVMJOGBBVKM-BJSJXSMNSA-N,2001,Ki,7.744727
HHQNKWBPRLOSPW-BUALBWRZSA-N,1995,IC50,8.154902
HHQOEPKLIPHRNY-UHFFFAOYSA-N,2000,IC50,8.886057
HHRSDRPDFNUAPK-KRWDZBQOSA-N,2014,Ki,6.499997
HHVMTHPROAGMTO-OJZPPULMSA-N,2002,Ki,7.408935
HHWCTCWUXQCOHR-RIOIIYTLSA-N,2001,IC50,7.698970
HHYXMPLEGVKQIW-FPOVZHCZSA-N,1996,IC50,9.657577
HHYXMPLEGVKQIW-FPOVZHCZSA-N,1998,IC50,9.700057
HHZOEEMDINZDEC-UHFFFAOYSA-N,1995,IC50,7.638272
HIAJKTDCGCVKRZ-PNFNHJRFSA-N,2002,Ki,9.045757
HIAXBDRRMRHHSX-FQEVSTJZSA-N,1994,IC50,7.060481
HIHKWWMEJLAOLH-PMACEKPBSA-N,2011,IC50,9.769551
HIHKWWMEJLAOLH-VQTJNVASSA-N,2011,IC50,8.431798
HIICGKDBMNCMRY-KGHROGAJSA-N,2010,IC50,9.886057
HIICGKDBMNCMRY-KGHROGAJSA-N,2010,IC50,8.853872
HIJZDNMAHNZBTQ-UHFFFAOYSA-N,2002,Kd,8.899974
HIKPFUFQBJEXME-UHFFFAOYSA-N,1998,IC50,6.787812
HIXKQYYKPASOGY-SVBPBHIXSA-N,1998,IC50,6.229148
HJAQMJATMQOAIW-SYBRLPANSA-N,1994,IC50,5.000000
HJVOZXMMJRZKQU-UHFFFAOYSA-N,1995,IC50,6.498941
HKEDNGJQBGWNSF-QGZVFWFLSA-N,1998,IC50,7.154902
HKQKWZAMVUVBGL-VQTJNVASSA-N,1996,IC50,8.795880
HLBLLGYOMVQROQ-BZDUDJNJSA-N,2002,Ki,8.744727
HLBVBGPVIQZGOD-UHFFFAOYSA-N,2011,IC50,8.958607
HLBVBGPVIQZGOD-UHFFFAOYSA-N,2011,IC50,8.823909
HLBVBGPVIQZGOD-UHFFFAOYSA-N,2011,IC50,9.207608
HLIHPODCOYBKPV-XZDKCQRISA-N,1993,Kd,6.900009
HLIHPODCOYBKPV-XZDKCQRISA-N,1993,IC50,7.070581
HLLXSXCPLYJSSX-MULCNKJOSA-N,2001,Ki,8.397940
HLSABUHKBONAJY-FDEZRRJOSA-N,2002,Ki,9.096910
HLXSDXICZGENQQ-UHFFFAOYSA-N,2003,Ki,8.500038
HMCACXWESDLLOQ-APKLWFBNSA-N,1996,Ki,9.199971
HMFVPOKPHBIIOI-XCZPVHLTSA-N,1998,IC50,9.400008
HNADAHHCTSBAMF-UHFFFAOYSA-N,2011,IC50,8.229148
HNIFCPBQMKPRCX-UHFFFAOYSA-N,2010,Ki,5.187087
HNLXDBKQNYDVCI-WFKCRPRESA-N,2015,Ki,9.468521
HNQIZPRWNRLKAA-IFZYUDKTSA-N,2006,IC50,9.552842
HNYCTUJIKKNHPR-YCTXJJCUSA-N,2002,Ki,8.619789
HOFQNBZCEZYVOE-CONSDPRKSA-N,1998,Ki,8.420216
HOJXDVPSQSRWNU-SFHVURJKSA-N,1994,IC50,7.698970
HOLYVOXJFVZCRT-XIFFEERXSA-N,2002,Ki,7.823909
HONGMXSIPVBQJH-HWLOXFRGSA-N,2001,Ki,8.096910
HOXMJKBXEYOSML-UHFFFAOYSA-N,2004,IC50,10.522879
HOXMJKBXEYOSML-UHFFFAOYSA-N,2011,IC50,7.036212
HPCQUEPOWDHXQR-ZUSMLRIVSA-N,2007,IC50,9.619789
HPNPIPKYYHLBEB-XKMRCYARSA-N,2002,Ki,8.301030
HPPQGIFLKZFURI-UHFFFAOYSA-N,1998,IC50,6.966576
HPSOFZODPZQTAH-UHFFFAOYSA-N,1995,IC50,6.075721
HPUOJOVHXLUXCC-VEYWIMSWSA-N,2006,Ki,8.886057
HPYVATHTKDMNGH-UHFFFAOYSA-N,2006,Ki,8.468521
HQHFIEUYQAJYLY-GOUQPXDXSA-N,1995,IC50,4.420216
HQHFIEUYQAJYLY-WLGONLEPSA-N,1995,IC50,4.585027
HQVRNLIDCXUVHE-XFQWPLCWSA-N,2015,Ki,5.991400
HRLYOOMQPVBDAN-UHFFFAOYSA-N,2001,IC50,9.221849
HRLYOOMQPVBDAN-UHFFFAOYSA-N,2001,IC50,9.221849
HRNKBAZAWCPGGM-UHFFFAOYSA-N,2011,IC50,7.508638
HRPYLLLWDCANGS-UVNMLMKLSA-N,1996,IC50,7.552842
HRUXUGMUUKKNBF-UHFFFAOYSA-N,1996,IC50,7.337242
HSKGUZGJDJTCIJ-HSZRJFAPSA-N,2002,IC50,8.568636
HSPRYBQFUPQTHV-UHFFFAOYSA-N,2014,IC50,7.853872
HSRXPFPQSJNQHE-FFYHKUAESA-N,2002,Ki,6.804100
HTLSINNHNFLIHS-AMCKHAKVSA-N,1998,IC50,5.090000
HTLSINNHNFLIHS-DWFNGTSHSA-N,1998,IC50,6.890017
HTLSINNHNFLIHS-JCMHNJIXSA-N,1995,IC50,5.532688
HTLSINNHNFLIHS-JCMHNJIXSA-N,1995,IC50,5.086186
HTLSINNHNFLIHS-JCMHNJIXSA-N,1995,IC50,5.124939
HTLSINNHNFLIHS-PXLXIMEGSA-N,1995,IC50,6.920819
HTLSINNHNFLIHS-PXLXIMEGSA-N,1995,IC50,6.889410
HTLSINNHNFLIHS-PXLXIMEGSA-N,1995,IC50,6.211125
HTNOITRQNGWBCW-CYLPJFJESA-N,2007,Ki,9.096910
HTNOITRQNGWBCW-CYLPJFJESA-N,2007,IC50,8.569925
HTQPNCOATOPAJK-ICQJPXRGSA-N,1994,IC50,7.236572
HTSQNJFEFBCXIY-JJQQXIGVSA-N,2010,IC50,9.568636
HTSQNJFEFBCXIY-JJQQXIGVSA-N,2010,IC50,8.408935
HTTWDWQIOXEYEH-MLYMZAKTSA-N,2002,Ki,7.638272
HTZLLODPNQCCEG-JFXHSDHMSA-N,2001,Ki,8.221849
HUALDBGBGSZLON-UHFFFAOYSA-N,2001,IC50,8.200659
HUBLDDBZWROLJY-JYQZRRITSA-N,2013,IC50,10.309804
HUERSZSCUMQRFY-UHFFFAOYSA-N,2002,Kd,9.000000
HUPLJWMCMSKOPD-IYFRSFRXSA-N,1996,IC50,6.224754
HUSFNZORCKCZQT-UHFFFAOYSA-N,2001,IC50,7.966576
HUWACXBSZGMJNL-OALUTQOASA-N,2011,IC50,8.920819
HUWOCTYCYVHXPK-UHFFFAOYSA-N,2011,IC50,9.468521
HVRBWBAGGZQXPZ-FQQGMQMYSA-N,2011,Ki,9.029979
HVRBWBAGGZQXPZ-XORNHQRDSA-N,2011,Ki,9.619970
HVUWPNYSILBPFH-PKTZIBPZSA-N,2010,Ki,8.958607
HVVQYXZAJOSRJZ-FNFCYJGBSA-N,2015,Ki,9.070581
HVWRVAHBKREIOR-HKUYNNGSSA-N,1998,IC50,9.853872
HVXMBFDDSNHMEA-ASRPOVPCSA-N,2002,IC50,8.619789
HWAOAHKCJZNXSB-UHFFFAOYSA-N,2000,IC50,6.886057
HWXJZYJEUPUUCM-UHFFFAOYSA-N,2003,Ki,9.000000
HXDFCVUEFGABQU-UHFFFAOYSA-N,2000,IC50,7.091515
HXEVSMSRSONRKR-SFHVURJKSA-N,1994,IC50,8.096910
HXEVSMSRSONRKR-SFHVURJKSA-N,1998,IC50,7.819874
HXFSUWJMLSTMEH-UHFFFAOYSA-N,2011,IC50,6.568636
HXKCARPNNJLDND-UHFFFAOYSA-N,2004,IC50,7.769551
HXKICKCHXGVWDV-RXVVDRJESA-N,1995,IC50,6.643974
